N,P,K,temperature,humidity,ph,rainfall,label,soil_type
29.0,26.9,25.0,27.45,61.68,6.51,769.7,blackgram,red soil
51.7,38.2,49.7,24.25,63.78,7.01,813.6,ragi,red soil
42.9,47.9,70.8,23.25,84.81,7.76,1277.0,pomegranate,red soil
63.7,50.5,46.0,24.73,61.84,7.79,612.7,cotton,red soil
47.0,27.7,34.3,21.94,52.35,7.69,508.5,safflower,black soil
21.1,34.9,26.0,26.75,52.63,7.07,518.2,lentil,alluvial soil
27.2,43.0,37.3,34.93,53.27,7.58,721.1,pigeonpeas,red soil
34.2,28.5,33.7,20.59,47.97,7.88,516.7,chickpea,black soil
94.8,53.0,60.7,29.75,61.75,6.0,993.5,tomato,red soil
100.6,65.0,81.0,22.43,60.57,6.89,751.6,grapes,black soil
73.3,42.6,66.7,28.2,48.46,7.34,988.9,cotton,alluvial soil
102.9,50.1,73.4,30.06,72.01,6.72,1530.0,sugarcane,alluvial soil
121.3,6.9,20.6,31.44,72.88,7.36,784.4,sunflower,alluvial soil
53.4,23.0,33.4,27.73,51.25,6.0,584.1,bajra,alluvial soil
95.8,43.8,47.6,25.06,66.57,6.15,693.8,maize,alluvial soil
74.5,11.3,89.5,19.37,87.66,7.81,1604.3,blackgram,red soil
48.3,35.2,43.6,20.68,60.56,7.08,893.7,ragi,laterite soil
105.1,52.2,64.6,25.17,64.98,6.33,787.7,tomato,alluvial soil
50.5,37.1,47.7,26.73,48.35,7.03,718.8,sunflower,red soil
133.5,11.1,74.7,30.42,55.15,5.62,734.2,pomegranate,black soil
59.6,35.6,39.1,24.94,59.19,6.88,506.5,sunflower,alluvial soil
85.4,59.2,48.0,23.35,67.46,5.88,698.5,maize,alluvial soil
32.0,1.8,13.8,32.67,87.16,5.09,1004.9,chickpea,red soil
53.6,30.1,34.6,21.43,54.38,7.59,529.9,safflower,red soil
65.0,45.3,42.7,28.0,59.85,6.79,713.1,sunflower,alluvial soil
82.6,41.2,68.7,20.48,65.54,6.2,955.5,onion,alluvial soil
93.6,43.0,91.1,13.77,37.95,8.78,630.3,tomato,red soil
85.4,55.4,64.4,28.92,73.74,7.14,698.1,maize,alluvial soil
59.4,40.7,37.0,22.02,66.42,6.25,900.0,ragi,laterite soil
39.0,41.0,37.5,31.83,69.19,7.06,761.3,pigeonpeas,black soil
95.5,48.6,60.5,21.93,64.04,6.23,755.0,maize,black soil
47.7,27.2,72.0,23.33,32.0,4.64,2198.9,cotton,black soil
21.5,49.0,100.0,21.05,47.01,8.91,1992.2,onion,red soil
36.2,36.0,29.3,26.2,60.65,7.22,792.0,soybean,alluvial soil
77.4,40.3,54.1,31.24,56.97,6.49,760.9,chilli,red soil
74.5,36.2,94.9,16.66,51.64,6.85,2177.4,sunflower,black soil
95.9,60.2,55.6,22.81,72.9,6.72,965.7,tomato,alluvial soil
25.3,33.6,20.2,28.15,56.41,6.96,476.7,chickpea,black soil
19.3,27.6,21.0,24.98,58.98,7.2,445.9,lentil,alluvial soil
52.3,35.5,30.2,29.1,62.54,7.58,575.9,jowar,red soil
46.2,38.2,44.0,22.99,75.83,7.23,828.2,soybean,black soil
94.3,36.4,49.7,22.26,57.68,6.5,861.0,chilli,red soil
94.6,55.5,59.3,29.29,60.63,6.01,802.5,maize,black soil
22.8,37.8,33.9,25.79,46.93,6.88,609.1,chickpea,red soil
27.8,47.0,32.5,39.75,77.89,5.41,1616.2,chickpea,black soil
42.8,26.9,37.0,26.23,51.68,6.92,538.3,bajra,alluvial soil
139.4,63.1,82.3,30.2,80.72,7.44,1450.1,sugarcane,alluvial soil
87.9,52.7,48.4,27.2,70.44,6.72,916.5,chilli,red soil
51.4,41.4,47.3,27.91,50.26,6.07,989.9,ragi,laterite soil
10.6,72.2,5.8,39.07,51.21,7.27,1838.6,chilli,alluvial soil
33.7,25.4,48.3,29.73,59.54,7.3,650.3,groundnut,red soil
25.7,22.0,26.4,25.91,67.09,7.08,596.9,blackgram,red soil
93.2,55.7,73.3,24.3,51.46,7.49,730.3,grapes,black soil
29.5,20.2,25.4,28.6,57.2,6.48,635.9,blackgram,black soil
43.8,27.8,31.0,28.98,54.03,6.19,444.2,bajra,alluvial soil
84.7,51.2,82.8,34.29,47.32,7.06,605.4,pomegranate,red soil
106.1,56.2,55.6,24.83,59.09,6.93,993.4,onion,alluvial soil
106.1,21.1,55.2,16.91,52.6,9.07,349.3,sugarcane,laterite soil
107.2,49.1,63.5,26.86,61.88,6.21,869.0,tomato,red soil
56.0,26.9,43.3,27.35,46.12,8.06,488.2,jowar,black soil
50.5,28.3,79.4,31.54,55.38,7.13,1577.1,blackgram,alluvial soil
119.4,45.5,74.7,14.53,25.29,6.55,863.1,pomegranate,alluvial soil
36.0,26.3,47.6,32.24,61.62,7.06,515.0,groundnut,alluvial soil
79.7,53.1,48.3,22.25,73.37,6.3,759.7,maize,alluvial soil
92.2,51.6,63.4,27.83,69.5,6.68,805.8,maize,black soil
57.3,28.7,37.5,27.68,58.5,7.77,623.2,jowar,black soil
97.8,53.5,26.4,22.7,75.95,6.28,1930.4,sunflower,black soil
96.1,51.0,91.4,20.19,61.55,6.74,734.7,grapes,red soil
33.8,43.7,25.0,28.05,63.37,6.56,657.0,soybean,alluvial soil
55.9,31.2,36.9,26.7,54.74,8.19,454.3,jowar,black soil
15.9,33.4,27.9,26.85,59.43,7.11,519.8,blackgram,red soil
79.5,39.9,56.8,32.46,64.94,7.95,743.0,cotton,black soil
26.5,33.0,9.9,31.94,26.24,4.8,1277.7,grapes,laterite soil
22.2,28.8,27.7,30.54,61.0,6.51,634.8,greengram,black soil
50.9,37.9,43.3,20.57,39.21,7.0,526.7,safflower,black soil
32.2,49.2,25.2,29.59,66.99,6.11,983.8,soybean,alluvial soil
23.5,31.1,34.4,29.48,42.85,6.55,647.8,chickpea,red soil
55.2,9.6,6.6,19.72,65.78,4.96,379.8,wheat,red soil
99.8,69.7,64.5,33.1,51.96,7.25,724.5,pomegranate,black soil
22.0,32.7,20.6,31.12,58.15,6.57,599.3,greengram,alluvial soil
117.3,68.5,91.8,29.95,63.19,7.14,797.6,grapes,red soil
95.3,52.1,73.8,27.42,71.82,6.31,930.1,tomato,alluvial soil
34.2,35.7,33.4,32.76,54.85,7.01,519.2,groundnut,alluvial soil
38.6,37.7,29.4,24.95,60.13,7.18,749.6,soybean,alluvial soil
38.2,35.2,47.7,26.36,60.16,6.85,690.1,groundnut,alluvial soil
90.5,54.5,56.4,21.25,62.25,6.34,875.9,maize,alluvial soil
123.6,62.0,66.8,34.68,78.71,7.32,1996.4,sugarcane,black soil
111.9,68.1,69.5,28.63,76.85,6.96,1385.9,sugarcane,alluvial soil
78.7,33.6,95.2,23.37,72.79,7.45,930.5,pomegranate,red soil
29.5,16.0,33.4,18.68,87.5,6.51,1168.7,chilli,laterite soil
39.5,27.4,10.7,37.34,93.31,9.13,434.4,cotton,laterite soil
62.4,3.1,79.2,40.89,27.74,9.0,1509.0,safflower,alluvial soil
40.9,37.7,44.6,28.63,65.41,7.29,645.4,ragi,laterite soil
28.2,33.5,16.0,29.35,50.05,7.27,584.4,blackgram,black soil
59.2,36.1,42.5,26.91,56.33,6.59,566.6,jowar,black soil
16.6,2.4,33.1,36.38,87.57,6.08,1193.4,chilli,alluvial soil
92.2,49.1,64.8,23.04,79.7,6.46,924.8,tomato,alluvial soil
95.8,48.8,63.1,25.73,56.98,6.19,640.8,chilli,red soil
116.7,62.7,60.0,26.72,65.76,6.64,685.1,tomato,red soil
34.5,33.7,34.5,25.41,59.59,6.93,697.3,pigeonpeas,black soil
24.3,27.7,28.1,18.37,62.43,6.84,518.6,lentil,alluvial soil
46.1,37.3,32.4,26.18,65.45,6.62,600.9,soybean,black soil
52.5,28.5,45.0,25.31,64.5,6.86,740.3,jowar,black soil
45.9,30.7,38.8,19.25,47.87,6.89,466.6,safflower,red soil
25.3,34.4,24.4,27.65,52.35,6.6,507.9,chickpea,red soil
80.4,44.5,59.3,26.35,69.46,6.25,644.7,maize,black soil
74.1,50.3,51.1,32.38,53.07,6.22,919.0,cotton,red soil
55.3,36.7,40.2,26.79,46.94,7.51,566.6,sunflower,alluvial soil
95.1,48.0,55.1,26.66,68.47,7.35,985.7,onion,black soil
22.9,27.5,23.4,24.22,56.72,6.38,466.4,lentil,black soil
20.4,28.3,35.9,28.52,60.96,7.17,619.5,groundnut,alluvial soil
92.6,55.4,51.8,25.36,61.08,6.79,630.5,onion,alluvial soil
24.6,21.0,63.8,22.13,85.47,7.25,1776.8,sunflower,black soil
114.5,48.7,67.8,29.03,75.59,6.94,916.4,tomato,alluvial soil
61.2,37.6,48.0,17.36,67.12,7.45,528.9,wheat,black soil
51.7,35.2,37.1,21.31,49.64,7.5,630.8,safflower,red soil
108.2,56.9,83.7,27.69,40.99,7.43,528.3,pomegranate,red soil
10.4,26.4,22.8,13.97,28.65,6.71,1540.2,grapes,laterite soil
19.4,27.8,21.8,23.87,53.04,6.99,413.9,lentil,black soil
24.6,27.3,22.0,29.14,56.98,7.1,604.6,greengram,black soil
30.3,41.4,43.7,23.64,61.86,6.64,678.3,soybean,alluvial soil
117.9,55.5,86.1,34.95,62.3,6.7,1863.3,sugarcane,black soil
84.7,45.9,69.2,18.61,66.63,7.03,929.8,onion,red soil
90.0,39.7,53.2,31.19,59.08,7.19,928.9,chilli,red soil
53.4,29.7,33.4,30.84,64.14,8.43,629.3,jowar,black soil
118.4,32.8,99.8,13.42,57.5,8.27,1374.6,lentil,laterite soil
26.8,44.0,28.3,28.5,47.3,7.5,816.4,pigeonpeas,red soil
62.7,34.6,43.8,22.34,46.89,7.49,647.8,sunflower,alluvial soil
16.5,29.5,26.3,26.33,63.35,6.7,564.5,lentil,alluvial soil
117.7,50.9,77.0,26.41,51.02,6.85,889.4,grapes,black soil
26.2,46.6,2.3,40.43,42.66,6.22,910.6,sunflower,laterite soil
84.7,55.9,55.2,21.21,55.78,7.05,824.8,onion,alluvial soil
54.2,32.3,31.8,29.38,49.46,8.35,519.3,jowar,red soil
139.0,4.2,59.0,29.71,86.91,9.29,2012.4,wheat,laterite soil
107.0,58.8,55.5,24.98,67.52,6.77,607.5,onion,red soil
97.9,57.0,86.1,33.31,49.31,6.61,592.1,pomegranate,black soil
116.7,64.5,63.6,29.06,64.18,6.76,1773.2,sugarcane,black soil
51.2,19.7,33.2,28.62,76.36,7.11,1530.7,groundnut,black soil
102.0,55.2,80.2,28.92,59.18,6.54,533.6,pomegranate,black soil
28.5,26.8,20.2,32.0,57.57,6.99,515.8,greengram,alluvial soil
86.5,53.7,69.9,23.57,57.83,6.86,782.4,onion,red soil
75.4,50.8,60.8,30.0,74.52,5.55,828.7,maize,red soil
53.7,33.3,27.0,26.37,54.83,7.93,510.2,bajra,alluvial soil
23.2,34.0,25.7,29.22,45.34,7.56,571.4,chickpea,red soil
59.6,35.0,33.8,20.46,40.93,6.71,523.3,safflower,red soil
47.5,35.3,39.6,24.04,74.29,6.91,955.9,soybean,black soil
28.3,29.7,32.2,21.91,54.23,7.92,456.1,chickpea,red soil
4.9,12.6,30.3,22.42,92.75,9.16,1606.5,lentil,red soil
47.2,67.2,0.9,32.99,43.56,8.46,1081.5,ragi,alluvial soil
67.8,51.1,50.6,32.42,68.04,6.21,556.5,cotton,red soil
108.6,51.4,74.1,26.49,50.98,7.34,752.2,grapes,black soil
58.3,31.5,44.3,28.54,54.31,7.54,584.4,jowar,red soil
80.0,36.8,46.3,19.93,66.52,7.42,611.4,wheat,black soil
48.2,24.3,34.2,34.88,57.16,7.14,479.9,bajra,alluvial soil
127.8,67.9,85.8,33.83,79.18,7.16,1626.2,sugarcane,alluvial soil
108.5,58.2,73.8,20.4,75.28,6.01,993.0,tomato,alluvial soil
41.1,39.7,43.4,22.0,47.28,6.63,647.5,safflower,red soil
92.8,68.8,45.6,11.0,37.02,8.7,1321.3,pigeonpeas,alluvial soil
37.7,27.9,36.5,30.47,46.66,6.33,634.0,bajra,red soil
94.4,56.4,70.9,21.59,65.25,6.26,850.2,tomato,alluvial soil
22.5,22.2,28.6,33.1,68.79,6.66,512.1,greengram,black soil
54.6,46.2,42.3,23.9,43.51,7.99,593.9,sunflower,alluvial soil
0.3,4.0,43.2,18.39,51.03,6.92,2440.5,safflower,laterite soil
40.6,38.5,43.0,23.94,55.67,6.11,728.7,ragi,red soil
53.6,39.4,36.4,16.24,36.46,7.11,569.9,safflower,black soil
124.3,59.5,80.5,33.22,71.83,7.16,1211.4,sugarcane,black soil
97.3,61.9,87.7,29.11,53.0,6.55,643.7,pomegranate,black soil
79.7,40.9,43.3,15.64,64.35,6.25,475.1,wheat,black soil
58.2,29.2,33.8,15.28,54.62,7.42,574.7,safflower,red soil
108.0,51.1,71.0,28.17,55.94,7.16,634.8,pomegranate,black soil
22.7,20.8,29.2,26.05,51.98,7.4,661.9,greengram,alluvial soil
118.2,50.8,84.6,29.15,52.39,6.89,823.7,grapes,red soil
106.2,29.5,84.6,22.24,23.2,9.18,2465.2,ragi,alluvial soil
16.4,27.4,19.0,34.91,65.05,7.31,557.5,blackgram,red soil
51.3,34.5,46.0,29.66,53.63,7.09,988.9,ragi,red soil
27.6,37.9,21.3,21.3,56.06,7.46,448.2,chickpea,red soil
25.7,31.6,27.2,33.26,57.3,7.33,793.7,greengram,alluvial soil
25.1,33.0,37.5,31.24,63.77,6.25,744.8,groundnut,red soil
73.0,52.5,45.6,22.69,55.66,6.21,888.8,maize,alluvial soil
91.8,56.6,50.5,26.99,61.05,5.51,723.9,maize,alluvial soil
99.3,54.1,90.4,28.62,61.3,7.03,826.3,grapes,red soil
89.3,58.5,75.8,41.83,53.02,9.45,1351.8,wheat,red soil
44.6,74.0,26.9,39.03,56.8,8.18,917.4,jowar,alluvial soil
19.5,32.0,29.9,20.63,64.15,6.52,427.9,lentil,black soil
77.9,37.6,45.6,22.55,60.42,7.14,520.4,wheat,black soil
103.6,17.8,19.6,41.49,75.63,9.12,2469.5,soybean,laterite soil
15.1,29.3,26.3,32.36,67.07,6.05,536.1,blackgram,red soil
28.2,32.0,28.7,30.03,50.76,7.39,754.7,greengram,alluvial soil
25.3,30.3,29.8,26.77,45.6,6.02,452.0,chickpea,black soil
109.8,62.6,69.9,19.07,39.08,9.38,411.3,wheat,laterite soil
18.0,31.5,24.3,25.46,54.43,6.32,449.0,lentil,black soil
70.1,37.5,47.2,22.9,54.26,6.07,511.6,wheat,alluvial soil
34.4,16.4,99.9,33.34,57.79,4.66,1251.0,tomato,laterite soil
91.7,65.0,96.1,23.29,67.47,7.37,830.7,grapes,black soil
51.3,39.8,34.7,15.59,37.81,7.59,435.8,safflower,black soil
20.6,34.2,21.6,31.91,50.35,7.42,542.4,greengram,black soil
18.6,27.6,20.5,30.72,59.08,7.05,563.6,greengram,black soil
127.6,69.4,4.0,20.09,71.44,5.64,1463.6,chickpea,alluvial soil
9.5,50.5,45.7,14.39,51.82,8.03,1053.8,blackgram,black soil
10.0,53.6,24.4,32.61,51.89,6.37,1371.3,blackgram,laterite soil
54.2,28.6,31.8,22.79,45.19,7.01,495.0,safflower,red soil
106.6,61.4,58.9,25.47,75.52,6.6,843.1,tomato,red soil
137.6,57.5,96.1,10.24,74.21,5.45,1726.9,groundnut,black soil
17.4,27.6,25.2,28.0,64.13,6.55,556.5,greengram,alluvial soil
23.7,21.3,78.0,41.52,83.67,5.51,418.8,groundnut,laterite soil
26.0,31.7,21.0,28.06,61.02,6.65,651.6,greengram,alluvial soil
74.5,40.5,44.9,16.24,68.32,7.4,528.4,wheat,alluvial soil
58.6,36.0,37.0,21.65,61.56,7.02,665.6,ragi,laterite soil
80.7,43.2,49.6,23.93,64.29,6.09,684.9,chilli,black soil
12.6,48.1,92.3,23.8,81.92,7.93,1682.6,sugarcane,black soil
39.1,33.8,93.5,32.73,20.77,4.62,692.2,lentil,alluvial soil
77.9,43.6,45.8,20.33,63.95,6.1,544.5,wheat,alluvial soil
44.5,34.7,33.6,29.97,49.0,7.16,508.8,bajra,red soil
27.5,21.4,24.4,31.77,50.8,6.55,774.3,blackgram,red soil
41.4,28.0,38.0,27.86,58.45,7.12,483.4,jowar,red soil
49.6,27.7,27.3,34.42,48.85,7.09,539.8,bajra,alluvial soil
80.6,58.1,83.9,26.56,57.66,7.07,654.9,pomegranate,red soil
135.6,34.1,21.7,22.97,64.06,8.26,479.4,groundnut,red soil
46.3,25.9,39.1,23.13,46.75,7.14,527.5,safflower,black soil
69.2,43.2,43.4,15.75,52.45,6.22,626.9,wheat,black soil
52.5,38.5,42.5,25.11,53.39,7.39,826.1,ragi,red soil
71.4,43.0,60.8,24.55,72.79,7.38,798.2,chilli,black soil
79.3,43.4,48.6,23.4,69.77,6.85,766.9,chilli,black soil
93.3,59.8,78.2,28.15,67.84,7.47,671.1,grapes,red soil
94.0,59.8,82.7,24.75,63.94,6.76,747.9,grapes,black soil
56.8,31.5,44.4,18.12,37.9,7.36,523.3,safflower,red soil
25.6,25.5,27.9,29.68,63.99,7.0,752.3,greengram,black soil
89.9,50.7,51.4,33.36,62.42,6.78,612.7,cotton,red soil
38.2,23.5,26.5,30.56,42.25,8.0,635.4,bajra,alluvial soil
84.8,54.7,50.8,34.7,56.18,7.01,531.4,cotton,black soil
106.2,72.1,75.8,27.04,33.83,6.33,549.0,safflower,red soil
42.7,21.8,31.8,30.61,46.1,7.14,547.0,bajra,red soil
73.2,42.8,48.7,19.85,67.49,6.61,524.3,wheat,black soil
72.5,47.5,41.1,21.3,58.71,7.01,566.0,wheat,black soil
54.3,35.6,33.4,29.07,53.73,7.15,528.8,jowar,black soil
87.0,54.5,56.8,24.49,57.87,6.19,648.8,cotton,red soil
76.9,35.6,64.9,28.09,57.24,6.56,607.6,chilli,black soil
38.1,22.4,31.4,33.59,58.41,7.98,620.2,bajra,alluvial soil
36.4,21.3,35.3,26.13,49.36,6.3,445.0,bajra,alluvial soil
81.5,56.3,63.6,24.46,57.93,5.79,995.3,maize,alluvial soil
46.0,41.3,40.9,22.06,63.31,6.88,836.3,soybean,black soil
106.6,57.3,59.4,27.82,77.1,6.59,706.1,tomato,alluvial soil
42.5,42.5,29.9,29.5,71.18,7.47,768.3,soybean,black soil
58.6,32.4,40.3,21.72,47.87,7.1,612.6,sunflower,alluvial soil
52.1,28.8,32.6,16.89,50.13,7.6,533.2,safflower,black soil
80.3,39.7,40.7,33.01,66.17,7.93,591.6,cotton,red soil
71.9,37.0,47.2,23.31,61.08,6.93,624.3,wheat,black soil
42.5,33.2,41.9,30.25,61.35,7.47,529.2,jowar,red soil
113.2,61.7,58.9,29.95,64.54,6.14,641.9,tomato,alluvial soil
136.6,0.7,73.1,32.25,64.08,6.45,204.3,blackgram,black soil
36.4,40.2,42.1,31.32,54.15,7.02,645.9,groundnut,red soil
84.6,36.4,41.9,31.66,66.45,7.28,842.2,cotton,red soil
20.4,35.3,34.9,30.05,69.67,6.47,677.2,groundnut,red soil
53.3,26.6,26.2,33.67,53.45,6.72,462.1,bajra,alluvial soil
40.7,36.8,30.8,26.31,60.34,7.2,731.6,jowar,black soil
105.4,68.0,75.9,27.09,54.08,6.52,619.0,pomegranate,red soil
105.8,57.5,58.6,21.11,62.04,6.19,838.3,onion,black soil
63.5,42.6,50.4,25.65,58.81,7.57,646.2,cotton,red soil
34.4,43.6,61.7,26.89,62.7,8.95,892.9,pomegranate,black soil
48.1,35.4,42.3,26.15,63.97,6.69,451.9,jowar,red soil
67.6,48.0,53.7,24.24,69.36,6.85,605.5,wheat,black soil
108.0,53.0,77.5,32.6,73.14,6.98,1856.9,sugarcane,black soil
125.6,73.5,72.8,35.13,20.37,4.95,1315.0,pigeonpeas,laterite soil
42.4,18.2,50.0,39.18,39.01,5.4,2288.2,chilli,laterite soil
62.9,47.5,47.5,30.33,58.29,6.92,559.3,cotton,black soil
63.7,44.7,54.9,23.64,52.06,7.02,549.5,sunflower,red soil
113.5,55.8,73.4,28.1,78.24,6.71,846.0,tomato,red soil
29.6,32.3,35.7,33.14,49.36,6.62,673.5,pigeonpeas,black soil
67.9,45.0,40.8,33.84,61.26,7.16,824.9,cotton,red soil
20.2,33.4,34.7,25.73,43.82,7.9,591.4,chickpea,black soil
41.5,32.0,32.0,29.2,59.6,7.02,489.3,jowar,red soil
88.5,35.7,58.5,28.19,56.72,7.06,607.7,cotton,black soil
118.7,65.5,86.3,21.03,63.68,6.81,710.8,grapes,black soil
16.1,64.1,92.6,35.84,66.15,8.02,2048.5,wheat,alluvial soil
48.2,33.9,35.6,27.59,72.56,6.86,845.8,soybean,alluvial soil
19.3,32.9,29.8,27.67,62.93,6.53,756.4,greengram,alluvial soil
16.4,31.8,21.4,27.58,54.66,6.81,470.2,lentil,alluvial soil
41.6,32.7,36.8,27.41,60.72,7.13,938.8,ragi,red soil
100.8,56.7,64.9,23.4,59.75,6.59,951.6,onion,black soil
108.1,65.3,2.0,44.13,34.43,6.41,743.1,maize,alluvial soil
42.3,34.8,26.7,33.74,58.44,7.87,481.2,bajra,red soil
29.0,53.7,91.1,42.42,63.14,4.85,2153.5,grapes,red soil
56.0,60.9,35.1,30.86,79.2,7.06,1994.8,lentil,red soil
17.0,35.0,25.3,26.62,51.83,6.96,435.8,lentil,black soil
123.4,79.4,73.0,36.61,44.38,6.33,1922.2,ragi,red soil
33.6,44.8,35.9,32.67,52.73,6.51,532.8,groundnut,alluvial soil
98.5,58.4,51.0,23.01,63.54,6.32,626.9,onion,black soil
115.5,53.3,89.9,26.7,78.09,6.59,1812.3,sugarcane,alluvial soil
66.4,43.6,52.9,24.76,46.56,7.75,781.5,sunflower,red soil
54.2,33.2,30.3,32.11,47.99,6.3,457.8,bajra,red soil
19.7,29.5,24.8,26.97,66.78,6.46,568.3,blackgram,black soil
63.5,0.8,66.3,12.71,91.47,4.65,1666.9,soybean,red soil
46.2,35.2,42.0,30.76,48.92,6.51,659.6,jowar,red soil
42.4,27.2,30.7,27.82,58.04,8.08,700.1,jowar,black soil
32.1,35.3,49.4,26.66,53.94,7.32,625.5,groundnut,red soil
53.7,38.2,81.3,29.69,40.48,5.14,1467.4,onion,red soil
42.3,28.2,31.4,24.64,50.53,7.8,545.2,safflower,red soil
48.2,33.4,42.9,28.65,47.86,7.34,475.7,jowar,red soil
47.2,23.9,86.9,24.67,64.65,8.04,1191.8,pomegranate,red soil
21.2,20.3,22.5,32.46,53.97,6.71,591.4,blackgram,red soil
134.3,60.1,75.7,31.79,76.43,6.99,1835.1,sugarcane,alluvial soil
118.7,49.1,27.5,14.36,34.09,7.0,578.5,cotton,red soil
53.8,21.5,39.4,26.87,49.66,6.19,571.3,bajra,alluvial soil
67.3,39.7,45.6,21.29,62.37,6.14,638.5,wheat,black soil
27.1,24.6,15.9,28.9,51.08,6.57,759.5,blackgram,red soil
56.7,31.4,30.2,16.21,47.16,7.35,513.9,safflower,red soil
78.9,48.1,45.9,32.83,54.76,6.75,562.9,cotton,black soil
89.5,52.7,65.0,22.57,56.7,7.35,829.0,onion,black soil
82.7,62.0,61.9,25.56,50.88,6.97,702.8,pomegranate,black soil
19.4,54.1,18.4,25.42,24.38,7.56,1184.2,chickpea,red soil
25.7,42.9,31.8,34.06,69.88,7.62,657.9,pigeonpeas,black soil
76.4,3.8,87.8,10.21,50.4,5.35,1455.5,bajra,alluvial soil
97.8,11.9,41.6,42.26,60.7,8.84,880.8,maize,red soil
124.7,21.7,31.8,38.52,76.54,8.77,1439.7,chickpea,red soil
17.8,24.8,23.8,32.89,52.21,6.91,630.7,greengram,black soil
42.1,27.7,27.8,28.42,41.84,6.87,638.7,bajra,red soil
63.5,31.3,13.3,28.51,64.49,6.75,1421.3,onion,laterite soil
72.1,51.3,51.3,24.21,62.13,7.26,829.1,chilli,red soil
95.2,45.9,55.1,26.83,73.0,7.05,934.2,chilli,red soil
51.1,31.2,28.0,34.87,52.5,7.09,603.1,bajra,alluvial soil
91.7,67.0,67.9,27.98,46.34,6.52,676.3,pomegranate,black soil
39.7,37.7,47.5,32.7,65.21,7.45,780.4,groundnut,alluvial soil
79.3,18.2,60.6,26.0,39.06,8.41,2023.0,cotton,alluvial soil
51.2,33.7,41.5,28.22,57.96,5.6,844.6,ragi,red soil
42.7,43.1,35.5,23.94,55.15,6.46,832.2,ragi,red soil
88.2,76.8,11.9,20.47,28.89,7.71,2452.8,sunflower,red soil
106.5,51.7,71.9,29.85,66.29,6.84,967.8,tomato,alluvial soil
108.0,62.4,93.7,28.02,69.8,6.89,656.2,grapes,red soil
35.4,40.8,35.4,24.06,66.2,6.55,761.6,pigeonpeas,black soil
70.4,23.5,0.9,11.18,55.31,5.64,727.4,wheat,red soil
77.5,41.5,42.4,17.88,60.54,6.4,524.7,wheat,alluvial soil
23.0,23.7,29.5,30.29,64.16,6.07,666.2,blackgram,black soil
29.4,32.1,25.9,25.09,53.1,7.27,714.6,greengram,alluvial soil
58.3,32.7,98.2,29.31,45.1,5.04,1629.9,soybean,laterite soil
71.2,48.8,53.0,23.7,53.21,6.43,615.8,wheat,alluvial soil
48.8,48.1,31.9,24.04,65.52,6.49,923.3,soybean,alluvial soil
25.1,31.1,43.4,28.51,61.3,6.55,744.9,groundnut,alluvial soil
54.4,40.3,38.2,28.3,69.49,6.78,710.3,ragi,laterite soil
18.4,33.2,25.2,25.27,47.47,6.86,514.7,lentil,black soil
41.2,26.3,36.9,28.18,55.38,7.5,632.3,bajra,alluvial soil
64.2,36.7,42.0,28.07,66.78,6.25,759.2,ragi,laterite soil
54.7,68.4,76.1,26.32,39.15,7.3,2037.2,blackgram,alluvial soil
24.2,34.7,21.8,27.93,59.03,6.56,536.4,chickpea,red soil
32.3,37.4,37.4,22.27,61.51,6.74,605.2,pigeonpeas,black soil
100.7,45.5,56.7,22.11,69.02,6.27,966.9,onion,black soil
6.6,71.9,12.6,11.47,87.31,8.16,2164.5,chilli,laterite soil
63.5,38.6,54.2,15.25,63.31,7.21,556.6,wheat,black soil
66.3,47.2,46.1,33.47,65.59,6.79,593.9,cotton,red soil
110.2,49.2,2.1,33.29,90.72,8.81,2000.5,safflower,alluvial soil
108.1,51.0,67.3,25.85,71.14,6.07,656.7,tomato,red soil
108.7,66.0,81.4,25.58,65.78,7.05,608.6,grapes,red soil
34.2,34.0,29.4,29.98,47.48,6.08,575.6,chickpea,black soil
45.5,42.4,38.1,29.67,71.54,7.24,926.4,soybean,alluvial soil
52.4,35.6,38.6,23.9,52.45,7.49,483.6,safflower,red soil
66.8,49.6,54.8,21.97,69.42,7.49,545.9,wheat,black soil
22.1,21.2,17.1,31.81,62.51,6.77,775.5,blackgram,black soil
113.1,51.4,81.2,28.84,57.09,6.55,671.5,grapes,black soil
105.3,48.6,66.0,22.29,67.0,6.41,941.9,tomato,alluvial soil
44.4,28.9,34.6,29.33,44.41,6.19,598.1,bajra,red soil
71.4,56.3,48.3,21.11,68.25,6.45,990.1,maize,alluvial soil
72.6,37.0,49.6,24.93,60.25,6.84,944.8,chilli,black soil
109.9,52.1,53.2,21.56,67.47,6.88,711.9,onion,black soil
36.0,30.0,29.0,26.96,44.06,8.0,437.3,bajra,alluvial soil
91.4,58.0,71.4,28.71,57.23,6.62,764.0,pomegranate,black soil
109.7,53.6,77.9,33.92,49.66,7.33,744.7,pomegranate,black soil
56.8,38.3,44.1,27.37,63.29,7.74,719.9,jowar,black soil
27.5,22.3,17.1,31.37,56.16,6.35,675.0,blackgram,black soil
47.1,7.8,79.3,36.66,93.41,4.65,2416.6,maize,alluvial soil
64.3,68.2,43.8,14.51,27.58,7.08,2475.5,greengram,laterite soil
21.9,34.2,21.8,27.86,59.44,7.1,599.9,lentil,black soil
50.1,23.6,30.6,28.96,44.68,7.26,490.9,bajra,red soil
83.2,16.9,3.0,27.02,50.15,8.1,1360.2,cotton,laterite soil
